Unicode,UTF-8,Description
U+26F9 U+1F3FC U+200D U+2642 U+FE0F,⛹🏼‍♂️,man bouncing ball; medium-light skin tone
U+26F9 U+1F3FD,⛹🏽,person bouncing ball; medium skin tone
U+26F9 U+1F3FD U+200D U+2640 U+FE0F,⛹🏽‍♀️,woman bouncing ball; medium skin tone
U+26F9 U+1F3FD U+200D U+2642 U+FE0F,⛹🏽‍♂️,man bouncing ball; medium skin tone
U+26F9 U+1F3FE,⛹🏾,person bouncing ball; medium-dark skin tone
U+26F9 U+1F3FE U+200D U+2640 U+FE0F,⛹🏾‍♀️,woman bouncing ball; medium-dark skin tone
U+26F9 U+1F3FE U+200D U+2642 U+FE0F,⛹🏾‍♂️,man bouncing ball; medium-dark skin tone
U+26F9 U+1F3FF,⛹🏿,person bouncing ball; dark skin tone
U+26F9 U+1F3FF U+200D U+2640 U+FE0F,⛹🏿‍♀️,woman bouncing ball; dark skin tone
U+26F9 U+1F3FF U+200D U+2642 U+FE0F,⛹🏿‍♂️,man bouncing ball; dark skin tone
U+26F9 U+FE0F U+200D U+2640 U+FE0F,⛹️‍♀️,woman bouncing ball
U+26F9 U+FE0F U+200D U+2642 U+FE0F,⛹️‍♂️,man bouncing ball
U+26FA,⛺,tent
U+26FD,⛽,fuel pump
U+2702,✂,scissors
U+2705,✅,white heavy check mark
U+2708,✈,airplane
U+2709,✉,envelope
U+270A,✊,raised fist
U+270A U+1F3FB,✊🏻,raised fist; light skin tone
U+270A U+1F3FC,✊🏼,raised fist; medium-light skin tone
U+270A U+1F3FD,✊🏽,raised fist; medium skin tone
U+270A U+1F3FE,✊🏾,raised fist; medium-dark skin tone
U+270A U+1F3FF,✊🏿,raised fist; dark skin tone
U+270B,✋,raised hand
U+270B U+1F3FB,✋🏻,raised hand; light skin tone
U+270B U+1F3FC,✋🏼,raised hand; medium-light skin tone
U+270B U+1F3FD,✋🏽,raised hand; medium skin tone
U+270B U+1F3FE,✋🏾,raised hand; medium-dark skin tone
U+270B U+1F3FF,✋🏿,raised hand; dark skin tone
U+270C,✌️,victory hand
U+270C U+1F3FB,✌🏻,victory hand; light skin tone
U+270C U+1F3FC,✌🏼,victory hand; medium-light skin tone
U+270C U+1F3FD,✌🏽,victory hand; medium skin tone
U+270C U+1F3FE,✌🏾,victory hand; medium-dark skin tone
U+270C U+1F3FF,✌🏿,victory hand; dark skin tone
U+270D,✍️,writing hand
U+270D U+1F3FB,✍🏻,writing hand; light skin tone
U+270D U+1F3FC,✍🏼,writing hand; medium-light skin tone
U+270D U+1F3FD,✍🏽,writing hand; medium skin tone
U+270D U+1F3FE,✍🏾,writing hand; medium-dark skin tone
U+270D U+1F3FF,✍🏿,writing hand; dark skin tone
U+270F,✏,pencil
U+2712,✒,black nib
U+2714,✔,heavy check mark
U+2716,✖,heavy multiplication x
U+271D,✝,latin cross
U+2721,✡,star of David
U+2728,✨,sparkles
U+2733,✳,eight-spoked asterisk
U+2734,✴,eight-pointed star
U+2744,❄,snowflake
U+2747,❇,sparkle
U+274C,❌,cross mark
U+274E,❎,cross mark button
U+2753,❓,question mark
U+2754,❔,white question mark
U+2755,❕,white exclamation mark
U+2757,❗,exclamation mark
U+2763,❣️,heavy heart exclamation
U+2764,❤️,red heart
U+2795,➕,heavy plus sign
U+2796,➖,heavy minus sign
U+2797,➗,heavy division sign
U+27A1,➡,right arrow
U+27B0,➰,curly loop
U+27BF,➿,double curly loop
U+2934,⤴,right arrow curving up
U+2935,⤵,right arrow curving down
U+2B05,⬅,left arrow
U+2B06,⬆,up arrow
U+2B07,⬇,down arrow
U+2B1B,⬛,black large square
U+2B1C,⬜,white large square
U+2B50,⭐,star
U+2B55,⭕,heavy large circle
U+3030,〰,wavy dash
U+303D,〽,part alternation mark
U+3297,㊗,Japanese congratulations button
U+3299,㊙,Japanese secret button
